"","frequencies","words","collaborators"
"706",16,"to","theuniversityoftexasmdandersoncancercenter"
"707",16,"with","theuniversityoftexasmdandersoncancercenter"
"708",15,"for","theuniversityoftexasmdandersoncancercenter"
"709",13,"cancer","theuniversityoftexasmdandersoncancercenter"
"710",12,"by","theuniversityoftexasmdandersoncancercenter"
"711",12,"was","theuniversityoftexasmdandersoncancercenter"
"712",12,"were","theuniversityoftexasmdandersoncancercenter"
"713",11,"is","theuniversityoftexasmdandersoncancercenter"
"714",10,"an","theuniversityoftexasmdandersoncancercenter"
"715",10,"this","theuniversityoftexasmdandersoncancercenter"
"716",9,"as","theuniversityoftexasmdandersoncancercenter"
"717",9,"be","theuniversityoftexasmdandersoncancercenter"
"718",9,"from","theuniversityoftexasmdandersoncancercenter"
"719",9,"not","theuniversityoftexasmdandersoncancercenter"
"720",9,"results","theuniversityoftexasmdandersoncancercenter"
"721",9,"we","theuniversityoftexasmdandersoncancercenter"
"722",8,"1","theuniversityoftexasmdandersoncancercenter"
"723",8,"are","theuniversityoftexasmdandersoncancercenter"
"724",8,"data","theuniversityoftexasmdandersoncancercenter"
"725",8,"methods","theuniversityoftexasmdandersoncancercenter"
"726",8,"on","theuniversityoftexasmdandersoncancercenter"
"727",7,"at","theuniversityoftexasmdandersoncancercenter"
"728",7,"can","theuniversityoftexasmdandersoncancercenter"
"729",7,"did","theuniversityoftexasmdandersoncancercenter"
"730",7,"patients","theuniversityoftexasmdandersoncancercenter"
"731",7,"that","theuniversityoftexasmdandersoncancercenter"
"732",6,"2","theuniversityoftexasmdandersoncancercenter"
"733",6,"associated","theuniversityoftexasmdandersoncancercenter"
"734",6,"conclusions","theuniversityoftexasmdandersoncancercenter"
"735",6,"outcomes","theuniversityoftexasmdandersoncancercenter"
"736",6,"these","theuniversityoftexasmdandersoncancercenter"
"737",5,"4","theuniversityoftexasmdandersoncancercenter"
"738",5,"age","theuniversityoftexasmdandersoncancercenter"
"739",5,"background","theuniversityoftexasmdandersoncancercenter"
"740",5,"evidence","theuniversityoftexasmdandersoncancercenter"
"741",5,"higher","theuniversityoftexasmdandersoncancercenter"
"742",5,"it","theuniversityoftexasmdandersoncancercenter"
"743",5,"overall","theuniversityoftexasmdandersoncancercenter"
"744",5,"than","theuniversityoftexasmdandersoncancercenter"
"745",5,"years","theuniversityoftexasmdandersoncancercenter"
"746",4,"=","theuniversityoftexasmdandersoncancercenter"
"747",4,"12","theuniversityoftexasmdandersoncancercenter"
"748",4,"3","theuniversityoftexasmdandersoncancercenter"
"749",4,"also","theuniversityoftexasmdandersoncancercenter"
"750",4,"among","theuniversityoftexasmdandersoncancercenter"
"751",4,"analysis","theuniversityoftexasmdandersoncancercenter"
"752",4,"assess","theuniversityoftexasmdandersoncancercenter"
"753",4,"both","theuniversityoftexasmdandersoncancercenter"
"754",4,"confidence","theuniversityoftexasmdandersoncancercenter"
"755",4,"dna","theuniversityoftexasmdandersoncancercenter"
"756",4,"found","theuniversityoftexasmdandersoncancercenter"
"757",4,"guidelines","theuniversityoftexasmdandersoncancercenter"
"758",4,"have","theuniversityoftexasmdandersoncancercenter"
"759",4,"high","theuniversityoftexasmdandersoncancercenter"
"760",4,"human","theuniversityoftexasmdandersoncancercenter"
"761",4,"identify","theuniversityoftexasmdandersoncancercenter"
"762",4,"likely","theuniversityoftexasmdandersoncancercenter"
"763",4,"no","theuniversityoftexasmdandersoncancercenter"
"764",4,"novel","theuniversityoftexasmdandersoncancercenter"
"765",4,"or","theuniversityoftexasmdandersoncancercenter"
"766",4,"our","theuniversityoftexasmdandersoncancercenter"
"767",4,"received","theuniversityoftexasmdandersoncancercenter"
"768",4,"result","theuniversityoftexasmdandersoncancercenter"
"769",4,"risk","theuniversityoftexasmdandersoncancercenter"
"770",4,"significantly","theuniversityoftexasmdandersoncancercenter"
"771",4,"study","theuniversityoftexasmdandersoncancercenter"
"772",4,"trial","theuniversityoftexasmdandersoncancercenter"
"773",4,"tumor","theuniversityoftexasmdandersoncancercenter"
"774",4,"used","theuniversityoftexasmdandersoncancercenter"
"775",4,"vs","theuniversityoftexasmdandersoncancercenter"
"776",4,"where","theuniversityoftexasmdandersoncancercenter"
"777",4,"who","theuniversityoftexasmdandersoncancercenter"
"778",3,"0","theuniversityoftexasmdandersoncancercenter"
"779",3,"8","theuniversityoftexasmdandersoncancercenter"
"780",3,"95%","theuniversityoftexasmdandersoncancercenter"
"781",3,"activity","theuniversityoftexasmdandersoncancercenter"
"782",3,"all","theuniversityoftexasmdandersoncancercenter"
"783",3,"analyses","theuniversityoftexasmdandersoncancercenter"
"784",3,"analyzed","theuniversityoftexasmdandersoncancercenter"
"785",3,"assessed","theuniversityoftexasmdandersoncancercenter"
"786",3,"based","theuniversityoftexasmdandersoncancercenter"
"787",3,"but","theuniversityoftexasmdandersoncancercenter"
"788",3,"care","theuniversityoftexasmdandersoncancercenter"
"789",3,"cell","theuniversityoftexasmdandersoncancercenter"
"790",3,"cells","theuniversityoftexasmdandersoncancercenter"
"791",3,"ci","theuniversityoftexasmdandersoncancercenter"
"792",3,"clinical","theuniversityoftexasmdandersoncancercenter"
"793",3,"compared","theuniversityoftexasmdandersoncancercenter"
"794",3,"conclusion","theuniversityoftexasmdandersoncancercenter"
"795",3,"controlled","theuniversityoftexasmdandersoncancercenter"
"796",3,"determine","theuniversityoftexasmdandersoncancercenter"
"797",3,"diagnosed","theuniversityoftexasmdandersoncancercenter"
"798",3,"diagnosis","theuniversityoftexasmdandersoncancercenter"
"799",3,"ebv","theuniversityoftexasmdandersoncancercenter"
"800",3,"effects","theuniversityoftexasmdandersoncancercenter"
"801",14,"and","baylorcollegeofmedicine"
"802",14,"for","baylorcollegeofmedicine"
"803",14,"in","baylorcollegeofmedicine"
"804",14,"of","baylorcollegeofmedicine"
"805",14,"the","baylorcollegeofmedicine"
"806",14,"with","baylorcollegeofmedicine"
"807",13,"cancer","baylorcollegeofmedicine"
"808",13,"to","baylorcollegeofmedicine"
"809",12,"a","baylorcollegeofmedicine"
"810",10,"by","baylorcollegeofmedicine"
"811",10,"these","baylorcollegeofmedicine"
"812",10,"we","baylorcollegeofmedicine"
"813",9,"is","baylorcollegeofmedicine"
"814",9,"was","baylorcollegeofmedicine"
"815",8,"associated","baylorcollegeofmedicine"
"816",8,"not","baylorcollegeofmedicine"
"817",8,"results","baylorcollegeofmedicine"
"818",8,"that","baylorcollegeofmedicine"
"819",8,"were","baylorcollegeofmedicine"
"820",7,"methods","baylorcollegeofmedicine"
"821",6,"=","baylorcollegeofmedicine"
"822",6,"1","baylorcollegeofmedicine"
"823",6,"95%","baylorcollegeofmedicine"
"824",6,"at","baylorcollegeofmedicine"
"825",6,"ci","baylorcollegeofmedicine"
"826",6,"conclusions","baylorcollegeofmedicine"
"827",6,"from","baylorcollegeofmedicine"
"828",6,"or","baylorcollegeofmedicine"
"829",6,"this","baylorcollegeofmedicine"
"830",5,"an","baylorcollegeofmedicine"
"831",5,"as","baylorcollegeofmedicine"
"832",5,"be","baylorcollegeofmedicine"
"833",5,"but","baylorcollegeofmedicine"
"834",5,"cancers","baylorcollegeofmedicine"
"835",5,"data","baylorcollegeofmedicine"
"836",5,"had","baylorcollegeofmedicine"
"837",5,"risk","baylorcollegeofmedicine"
"838",5,"using","baylorcollegeofmedicine"
"839",5,"years","baylorcollegeofmedicine"
"840",4,"2","baylorcollegeofmedicine"
"841",4,"4","baylorcollegeofmedicine"
"842",4,"among","baylorcollegeofmedicine"
"843",4,"are","baylorcollegeofmedicine"
"844",4,"background","baylorcollegeofmedicine"
"845",4,"between","baylorcollegeofmedicine"
"846",4,"cells","baylorcollegeofmedicine"
"847",4,"clinical","baylorcollegeofmedicine"
"848",4,"elevated","baylorcollegeofmedicine"
"849",4,"expression","baylorcollegeofmedicine"
"850",4,"have","baylorcollegeofmedicine"
"851",4,"higher","baylorcollegeofmedicine"
"852",4,"increased","baylorcollegeofmedicine"
"853",4,"no","baylorcollegeofmedicine"
"854",4,"on","baylorcollegeofmedicine"
"855",4,"our","baylorcollegeofmedicine"
"856",4,"prostate","baylorcollegeofmedicine"
"857",4,"study","baylorcollegeofmedicine"
"858",4,"than","baylorcollegeofmedicine"
"859",4,"total","baylorcollegeofmedicine"
"860",4,"used","baylorcollegeofmedicine"
"861",4,"which","baylorcollegeofmedicine"
"862",3,"(ci)","baylorcollegeofmedicine"
"863",3,"0","baylorcollegeofmedicine"
"864",3,"analysis","baylorcollegeofmedicine"
"865",3,"association","baylorcollegeofmedicine"
"866",3,"baseline","baylorcollegeofmedicine"
"867",3,"both","baylorcollegeofmedicine"
"868",3,"breast","baylorcollegeofmedicine"
"869",3,"cell","baylorcollegeofmedicine"
"870",3,"classified","baylorcollegeofmedicine"
"871",3,"contrast","baylorcollegeofmedicine"
"872",3,"during","baylorcollegeofmedicine"
"873",3,"gene","baylorcollegeofmedicine"
"874",3,"independent","baylorcollegeofmedicine"
"875",3,"lower","baylorcollegeofmedicine"
"876",3,"may","baylorcollegeofmedicine"
"877",3,"models","baylorcollegeofmedicine"
"878",3,"normal","baylorcollegeofmedicine"
"879",3,"over","baylorcollegeofmedicine"
"880",3,"overall","baylorcollegeofmedicine"
"881",3,"patient","baylorcollegeofmedicine"
"882",3,"prospective","baylorcollegeofmedicine"
"883",3,"rates","baylorcollegeofmedicine"
"884",3,"regression","baylorcollegeofmedicine"
"885",3,"resistance","baylorcollegeofmedicine"
"886",3,"significantly","baylorcollegeofmedicine"
"887",3,"studies","baylorcollegeofmedicine"
"888",3,"there","baylorcollegeofmedicine"
"889",3,"thus","baylorcollegeofmedicine"
"890",3,"treatment","baylorcollegeofmedicine"
"891",3,"trial","baylorcollegeofmedicine"
"892",3,"tumor","baylorcollegeofmedicine"
"893",3,"tumors","baylorcollegeofmedicine"
"894",3,"versus","baylorcollegeofmedicine"
"895",3,"vs","baylorcollegeofmedicine"
"896",3,"where","baylorcollegeofmedicine"
"897",3,"within","baylorcollegeofmedicine"
"898",2,"(hr","baylorcollegeofmedicine"
"899",2,"(hr)","baylorcollegeofmedicine"
"900",2,"(n","baylorcollegeofmedicine"
"901",18,"and","universityofchicago"
"902",18,"of","universityofchicago"
"903",18,"the","universityofchicago"
"904",17,"cancer","universityofchicago"
"905",17,"in","universityofchicago"
"906",16,"a","universityofchicago"
"907",16,"to","universityofchicago"
"908",15,"for","universityofchicago"
"909",13,"that","universityofchicago"
"910",13,"with","universityofchicago"
"911",12,"from","universityofchicago"
"912",12,"we","universityofchicago"
"913",11,"this","universityofchicago"
"914",11,"were","universityofchicago"
"915",10,"at","universityofchicago"
"916",10,"was","universityofchicago"
"917",9,"be","universityofchicago"
"918",9,"by","universityofchicago"
"919",9,"methods","universityofchicago"
"920",9,"study","universityofchicago"
"921",8,"an","universityofchicago"
"922",8,"have","universityofchicago"
"923",8,"is","universityofchicago"
"924",8,"not","universityofchicago"
"925",8,"results","universityofchicago"
"926",7,"as","universityofchicago"
"927",7,"associated","universityofchicago"
"928",7,"or","universityofchicago"
"929",7,"these","universityofchicago"
"930",7,"using","universityofchicago"
"931",6,"also","universityofchicago"
"932",6,"analysis","universityofchicago"
"933",6,"are","universityofchicago"
"934",6,"both","universityofchicago"
"935",6,"conclusions","universityofchicago"
"936",6,"on","universityofchicago"
"937",6,"patients","universityofchicago"
"938",6,"than","universityofchicago"
"939",5,"0","universityofchicago"
"940",5,"1","universityofchicago"
"941",5,"all","universityofchicago"
"942",5,"between","universityofchicago"
"943",5,"but","universityofchicago"
"944",5,"can","universityofchicago"
"945",5,"clinical","universityofchicago"
"946",5,"data","universityofchicago"
"947",5,"effects","universityofchicago"
"948",5,"more","universityofchicago"
"949",5,"most","universityofchicago"
"950",5,"our","universityofchicago"
"951",5,"significantly","universityofchicago"
"952",5,"use","universityofchicago"
"953",5,"used","universityofchicago"
"954",5,"where","universityofchicago"
"955",5,"which","universityofchicago"
"956",4,"2","universityofchicago"
"957",4,"3","universityofchicago"
"958",4,"been","universityofchicago"
"959",4,"cancers","universityofchicago"
"960",4,"cells","universityofchicago"
"961",4,"drug","universityofchicago"
"962",4,"had","universityofchicago"
"963",4,"has","universityofchicago"
"964",4,"higher","universityofchicago"
"965",4,"identified","universityofchicago"
"966",4,"identify","universityofchicago"
"967",4,"individuals","universityofchicago"
"968",4,"information","universityofchicago"
"969",4,"it","universityofchicago"
"970",4,"may","universityofchicago"
"971",4,"risk","universityofchicago"
"972",4,"sample","universityofchicago"
"973",4,"such","universityofchicago"
"974",4,"their","universityofchicago"
"975",4,"those","universityofchicago"
"976",4,"treatment","universityofchicago"
"977",4,"tumors","universityofchicago"
"978",3,"(or","universityofchicago"
"979",3,"=","universityofchicago"
"980",3,"15","universityofchicago"
"981",3,"2018","universityofchicago"
"982",3,"4","universityofchicago"
"983",3,"5","universityofchicago"
"984",3,"95%","universityofchicago"
"985",3,"advanced","universityofchicago"
"986",3,"american","universityofchicago"
"987",3,"association","universityofchicago"
"988",3,"based","universityofchicago"
"989",3,"care","universityofchicago"
"990",3,"cell","universityofchicago"
"991",3,"characteristics","universityofchicago"
"992",3,"ci","universityofchicago"
"993",3,"compared","universityofchicago"
"994",3,"conditions","universityofchicago"
"995",3,"control","universityofchicago"
"996",3,"derivatives","universityofchicago"
"997",3,"did","universityofchicago"
"998",3,"differences","universityofchicago"
"999",3,"different","universityofchicago"
"1000",3,"disease","universityofchicago"
