"","frequencies","words","collaborators"
"730","6","cell","theuniversityoftexasmdandersoncancercenter"
"731","6","design","theuniversityoftexasmdandersoncancercenter"
"732","6","effects","theuniversityoftexasmdandersoncancercenter"
"733","6","had","theuniversityoftexasmdandersoncancercenter"
"734","6","inhibitor","theuniversityoftexasmdandersoncancercenter"
"735","6","interval","theuniversityoftexasmdandersoncancercenter"
"736","6","not","theuniversityoftexasmdandersoncancercenter"
"737","6","or","theuniversityoftexasmdandersoncancercenter"
"738","5","=","theuniversityoftexasmdandersoncancercenter"
"739","5","an","theuniversityoftexasmdandersoncancercenter"
"740","5","analysis","theuniversityoftexasmdandersoncancercenter"
"741","5","be","theuniversityoftexasmdandersoncancercenter"
"742","5","but","theuniversityoftexasmdandersoncancercenter"
"743","5","can","theuniversityoftexasmdandersoncancercenter"
"744","5","clinical","theuniversityoftexasmdandersoncancercenter"
"745","5","confidence","theuniversityoftexasmdandersoncancercenter"
"746","5","during","theuniversityoftexasmdandersoncancercenter"
"747","5","efficacy","theuniversityoftexasmdandersoncancercenter"
"748","5","low","theuniversityoftexasmdandersoncancercenter"
"749","5","study","theuniversityoftexasmdandersoncancercenter"
"750","4","(1","theuniversityoftexasmdandersoncancercenter"
"751","4","(95%","theuniversityoftexasmdandersoncancercenter"
"752","4","[ci]","theuniversityoftexasmdandersoncancercenter"
"753","4","6","theuniversityoftexasmdandersoncancercenter"
"754","4","against","theuniversityoftexasmdandersoncancercenter"
"755","4","breast","theuniversityoftexasmdandersoncancercenter"
"756","4","cells","theuniversityoftexasmdandersoncancercenter"
"757","4","ci","theuniversityoftexasmdandersoncancercenter"
"758","4","four","theuniversityoftexasmdandersoncancercenter"
"759","4","from","theuniversityoftexasmdandersoncancercenter"
"760","4","identify","theuniversityoftexasmdandersoncancercenter"
"761","4","its","theuniversityoftexasmdandersoncancercenter"
"762","4","lead","theuniversityoftexasmdandersoncancercenter"
"763","4","no","theuniversityoftexasmdandersoncancercenter"
"764","4","overall","theuniversityoftexasmdandersoncancercenter"
"765","4","patients","theuniversityoftexasmdandersoncancercenter"
"766","4","potential","theuniversityoftexasmdandersoncancercenter"
"767","4","reports","theuniversityoftexasmdandersoncancercenter"
"768","4","risk","theuniversityoftexasmdandersoncancercenter"
"769","4","these","theuniversityoftexasmdandersoncancercenter"
"770","4","toxicity","theuniversityoftexasmdandersoncancercenter"
"771","4","treatment","theuniversityoftexasmdandersoncancercenter"
"772","4","trial","theuniversityoftexasmdandersoncancercenter"
"773","4","tumor","theuniversityoftexasmdandersoncancercenter"
"774","4","used","theuniversityoftexasmdandersoncancercenter"
"775","4","well","theuniversityoftexasmdandersoncancercenter"
"776","4","years","theuniversityoftexasmdandersoncancercenter"
"777","3","1)","theuniversityoftexasmdandersoncancercenter"
"778","3","7","theuniversityoftexasmdandersoncancercenter"
"779","3","9","theuniversityoftexasmdandersoncancercenter"
"780","3","95%","theuniversityoftexasmdandersoncancercenter"
"781","3","achieved","theuniversityoftexasmdandersoncancercenter"
"782","3","activity","theuniversityoftexasmdandersoncancercenter"
"783","3","cancers","theuniversityoftexasmdandersoncancercenter"
"784","3","chemotherapy","theuniversityoftexasmdandersoncancercenter"
"785","3","combination","theuniversityoftexasmdandersoncancercenter"
"786","3","common","theuniversityoftexasmdandersoncancercenter"
"787","3","conclusion","theuniversityoftexasmdandersoncancercenter"
"788","3","data","theuniversityoftexasmdandersoncancercenter"
"789","3","demonstrate","theuniversityoftexasmdandersoncancercenter"
"790","3","development","theuniversityoftexasmdandersoncancercenter"
"791","3","evidence","theuniversityoftexasmdandersoncancercenter"
"792","3","findings","theuniversityoftexasmdandersoncancercenter"
"793","3","further","theuniversityoftexasmdandersoncancercenter"
"794","3","grade","theuniversityoftexasmdandersoncancercenter"
"795","3","has","theuniversityoftexasmdandersoncancercenter"
"796","3","here","theuniversityoftexasmdandersoncancercenter"
"797","3","human","theuniversityoftexasmdandersoncancercenter"
"798","3","improve","theuniversityoftexasmdandersoncancercenter"
"799","3","improved","theuniversityoftexasmdandersoncancercenter"
"800","3","included","theuniversityoftexasmdandersoncancercenter"
"801","15","and","baylorcollegeofmedicine"
"802","15","in","baylorcollegeofmedicine"
"803","15","of","baylorcollegeofmedicine"
"804","15","the","baylorcollegeofmedicine"
"805","14","for","baylorcollegeofmedicine"
"806","14","to","baylorcollegeofmedicine"
"807","13","a","baylorcollegeofmedicine"
"808","12","with","baylorcollegeofmedicine"
"809","11","is","baylorcollegeofmedicine"
"810","11","results","baylorcollegeofmedicine"
"811","10","by","baylorcollegeofmedicine"
"812","10","cancer","baylorcollegeofmedicine"
"813","10","this","baylorcollegeofmedicine"
"814","10","we","baylorcollegeofmedicine"
"815","9","or","baylorcollegeofmedicine"
"816","9","patients","baylorcollegeofmedicine"
"817","9","that","baylorcollegeofmedicine"
"818","8","are","baylorcollegeofmedicine"
"819","8","as","baylorcollegeofmedicine"
"820","8","from","baylorcollegeofmedicine"
"821","8","methods","baylorcollegeofmedicine"
"822","8","was","baylorcollegeofmedicine"
"823","7","clinical","baylorcollegeofmedicine"
"824","7","data","baylorcollegeofmedicine"
"825","7","on","baylorcollegeofmedicine"
"826","7","were","baylorcollegeofmedicine"
"827","6","an","baylorcollegeofmedicine"
"828","6","outcomes","baylorcollegeofmedicine"
"829","6","using","baylorcollegeofmedicine"
"830","5","1","baylorcollegeofmedicine"
"831","5","associated","baylorcollegeofmedicine"
"832","5","between","baylorcollegeofmedicine"
"833","5","conclusions","baylorcollegeofmedicine"
"834","5","had","baylorcollegeofmedicine"
"835","5","patient","baylorcollegeofmedicine"
"836","5","there","baylorcollegeofmedicine"
"837","5","use","baylorcollegeofmedicine"
"838","5","which","baylorcollegeofmedicine"
"839","4","0","baylorcollegeofmedicine"
"840","4","after","baylorcollegeofmedicine"
"841","4","at","baylorcollegeofmedicine"
"842","4","background","baylorcollegeofmedicine"
"843","4","based","baylorcollegeofmedicine"
"844","4","be","baylorcollegeofmedicine"
"845","4","both","baylorcollegeofmedicine"
"846","4","can","baylorcollegeofmedicine"
"847","4","clinicians","baylorcollegeofmedicine"
"848","4","compared","baylorcollegeofmedicine"
"849","4","conclusion","baylorcollegeofmedicine"
"850","4","conducted","baylorcollegeofmedicine"
"851","4","consortium","baylorcollegeofmedicine"
"852","4","disease","baylorcollegeofmedicine"
"853","4","evaluate","baylorcollegeofmedicine"
"854","4","found","baylorcollegeofmedicine"
"855","4","how","baylorcollegeofmedicine"
"856","4","identified","baylorcollegeofmedicine"
"857","4","identify","baylorcollegeofmedicine"
"858","4","including","baylorcollegeofmedicine"
"859","4","information","baylorcollegeofmedicine"
"860","4","known","baylorcollegeofmedicine"
"861","4","lack","baylorcollegeofmedicine"
"862","4","levels","baylorcollegeofmedicine"
"863","4","more","baylorcollegeofmedicine"
"864","4","most","baylorcollegeofmedicine"
"865","4","not","baylorcollegeofmedicine"
"866","4","objective","baylorcollegeofmedicine"
"867","4","other","baylorcollegeofmedicine"
"868","4","patient-reported","baylorcollegeofmedicine"
"869","4","purpose","baylorcollegeofmedicine"
"870","4","research","baylorcollegeofmedicine"
"871","4","study","baylorcollegeofmedicine"
"872","4","treatment","baylorcollegeofmedicine"
"873","3","2","baylorcollegeofmedicine"
"874","3","addition","baylorcollegeofmedicine"
"875","3","additional","baylorcollegeofmedicine"
"876","3","among","baylorcollegeofmedicine"
"877","3","association","baylorcollegeofmedicine"
"878","3","breast","baylorcollegeofmedicine"
"879","3","cancers","baylorcollegeofmedicine"
"880","3","care","baylorcollegeofmedicine"
"881","3","cell","baylorcollegeofmedicine"
"882","3","common","baylorcollegeofmedicine"
"883","3","currently","baylorcollegeofmedicine"
"884","3","despite","baylorcollegeofmedicine"
"885","3","during","baylorcollegeofmedicine"
"886","3","either","baylorcollegeofmedicine"
"887","3","expression","baylorcollegeofmedicine"
"888","3","factors","baylorcollegeofmedicine"
"889","3","have","baylorcollegeofmedicine"
"890","3","improvement","baylorcollegeofmedicine"
"891","3","inflammatory","baylorcollegeofmedicine"
"892","3","it","baylorcollegeofmedicine"
"893","3","main","baylorcollegeofmedicine"
"894","3","materials","baylorcollegeofmedicine"
"895","3","no","baylorcollegeofmedicine"
"896","3","our","baylorcollegeofmedicine"
"897","3","poor","baylorcollegeofmedicine"
"898","3","primary","baylorcollegeofmedicine"
"899","3","prognosis","baylorcollegeofmedicine"
"900","3","provide","baylorcollegeofmedicine"
"901","20","and","universityofchicago"
"902","20","of","universityofchicago"
"903","20","the","universityofchicago"
"904","19","a","universityofchicago"
"905","19","cancer","universityofchicago"
"906","19","for","universityofchicago"
"907","19","to","universityofchicago"
"908","19","with","universityofchicago"
"909","18","in","universityofchicago"
"910","15","was","universityofchicago"
"911","14","results","universityofchicago"
"912","14","were","universityofchicago"
"913","13","is","universityofchicago"
"914","13","patients","universityofchicago"
"915","12","from","universityofchicago"
"916","12","methods","universityofchicago"
"917","12","not","universityofchicago"
"918","12","on","universityofchicago"
"919","12","that","universityofchicago"
"920","11","we","universityofchicago"
"921","10","at","universityofchicago"
"922","10","by","universityofchicago"
"923","9","1","universityofchicago"
"924","9","after","universityofchicago"
"925","9","as","universityofchicago"
"926","9","between","universityofchicago"
"927","9","conclusions","universityofchicago"
"928","9","or","universityofchicago"
"929","9","this","universityofchicago"
"930","8","=","universityofchicago"
"931","8","are","universityofchicago"
"932","8","associated","universityofchicago"
"933","8","be","universityofchicago"
"934","8","had","universityofchicago"
"935","8","no","universityofchicago"
"936","8","study","universityofchicago"
"937","8","who","universityofchicago"
"938","7","3","universityofchicago"
"939","7","95%","universityofchicago"
"940","7","all","universityofchicago"
"941","7","did","universityofchicago"
"942","7","during","universityofchicago"
"943","7","have","universityofchicago"
"944","7","more","universityofchicago"
"945","7","p","universityofchicago"
"946","7","purpose","universityofchicago"
"947","6","<","universityofchicago"
"948","6","0","universityofchicago"
"949","6","2","universityofchicago"
"950","6","an","universityofchicago"
"951","6","but","universityofchicago"
"952","6","compared","universityofchicago"
"953","6","data","universityofchicago"
"954","6","may","universityofchicago"
"955","6","participants","universityofchicago"
"956","6","risk","universityofchicago"
"957","6","than","universityofchicago"
"958","6","through","universityofchicago"
"959","6","time","universityofchicago"
"960","6","treatment","universityofchicago"
"961","6","used","universityofchicago"
"962","6","using","universityofchicago"
"963","6","which","universityofchicago"
"964","5","15","universityofchicago"
"965","5","7","universityofchicago"
"966","5","analysis","universityofchicago"
"967","5","cell","universityofchicago"
"968","5","cohort","universityofchicago"
"969","5","differences","universityofchicago"
"970","5","factors","universityofchicago"
"971","5","increased","universityofchicago"
"972","5","information","universityofchicago"
"973","5","outcomes","universityofchicago"
"974","5","research","universityofchicago"
"975","5","significantly","universityofchicago"
"976","5","these","universityofchicago"
"977","5","while","universityofchicago"
"978","5","years","universityofchicago"
"979","4","0%","universityofchicago"
"980","4","2014","universityofchicago"
"981","4","2015","universityofchicago"
"982","4","across","universityofchicago"
"983","4","additional","universityofchicago"
"984","4","adults","universityofchicago"
"985","4","also","universityofchicago"
"986","4","although","universityofchicago"
"987","4","among","universityofchicago"
"988","4","background","universityofchicago"
"989","4","breast","universityofchicago"
"990","4","ci","universityofchicago"
"991","4","colorectal","universityofchicago"
"992","4","conclusion","universityofchicago"
"993","4","confidence","universityofchicago"
"994","4","design","universityofchicago"
"995","4","determine","universityofchicago"
"996","4","diagnosed","universityofchicago"
"997","4","diagnosis","universityofchicago"
"998","4","estimate","universityofchicago"
"999","4","follow-up","universityofchicago"
"1000","4","has","universityofchicago"
