"",".","n"
"625","NOTDETECTED/OTHER:cityofhope,duarte,ca,unitedstates",1
"626","NOTDETECTED/OTHER:cityofhope,duarte,ca,usa",1
"627","NOTDETECTED/OTHER:cityofhope,duarte,california,usa",1
"628","NOTDETECTED/OTHER:coldspringharborlaboratory,coldspringharbor,newyork;lustgartenfoundationpancreaticcancerresearchlaboratory,coldspringharbor,newyork",1
"629","NOTDETECTED/OTHER:communitycarenetworkofnorthcarolina,raleigh,northcarolina",1
"630","NOTDETECTED/OTHER:communitycarepartnersofgreatermecklenburg,charlotte,northcarolina",1
"631","NOTDETECTED/OTHER:compassoncology,vancouver,wa,unitedstates",1
"632","NOTDETECTED/OTHER:consultantsingastroenterology,westcolumbia,southcarolina",1
"633","NOTDETECTED/OTHER:counsyl,inc.,sanfrancisco,california",1
"634","NOTDETECTED/OTHER:currentaddress:departmentofnaturalproducts,institutodequímica,universidadnacionalautónomademéxico,ciudaddeméxico,méxico",1
"635","NOTDETECTED/OTHER:departamentodemedicinapreventiva,faculdadedemedicinadauniversidadedesãopaulo,sãopaulo,brazil",1
"636","NOTDETECTED/OTHER:départementdemédecinesocialeetpréventive,écoledesantépublique,universitédemontréal,7101parkave,montréal,québec,canadah3n1x9",1
"637","NOTDETECTED/OTHER:départementdeneurochirurgie,hôpitalprivéclairval,ramsaygénéraldesanté,marseille,13009,france",1
"638","NOTDETECTED/OTHER:departmentofbasicsciences-microbiologydivision,step-upsummerprogram,ponce,puertorico,usa",1
"639","NOTDETECTED/OTHER:departmentofbiochemistryandbiophysics,and",1
"640","NOTDETECTED/OTHER:departmentofbiostatistics,synteract,inc.,morrisville,nc",1
"641","NOTDETECTED/OTHER:departmentofbiostatisticsandbioinformatics",1
"642","NOTDETECTED/OTHER:departmentofchemistry,and",1
"643","NOTDETECTED/OTHER:departmentofepidemiologyandhealthservicesresearch,geisinger,danville,pennsylvania",1
"644","NOTDETECTED/OTHER:departmentofgenetics",1
"645","NOTDETECTED/OTHER:departmentofhealthbehavior",1
"646","NOTDETECTED/OTHER:departmentofhealthpolicyandmanagement",1
"647","NOTDETECTED/OTHER:departmentofinternalmedicine,divisionofhematologyandoncology",1
"648","NOTDETECTED/OTHER:departmentofinternalmedicine,hopitallouismourier,paris,france",1
"649","NOTDETECTED/OTHER:departmentofinternalmedicine,nychealth,newyork,ny,usa",1
"650","NOTDETECTED/OTHER:departmentofmedicalaffairs,guardanthealth,inc.,redwoodcity,california",1
"651","NOTDETECTED/OTHER:departmentofmedicaloncology,institutonacionaldeenfermedadesneoplásicas,lima,perú",1
"652","NOTDETECTED/OTHER:departmentofmedicaloncologyandtherapeuticsresearch,cityofhope,duarte,california",1
"653","NOTDETECTED/OTHER:departmentofmedicine",1
"654","NOTDETECTED/OTHER:departmentofmedicine,nationaljewishhealth,denver,co,usa",1
"655","NOTDETECTED/OTHER:departmentofmedicine,weillcornellmedicine,newyork,newyork",1
"656","NOTDETECTED/OTHER:departmentofmedicineand",1
"657","NOTDETECTED/OTHER:departmentofmicrobiology,immunology,andcancerbiology,and",1
"658","NOTDETECTED/OTHER:departmentofmicrobiologyandimmunology,and",1
"659","NOTDETECTED/OTHER:departmentofneurology",1
"660","NOTDETECTED/OTHER:departmentofob/gyn,ponce,puertorico,usa.",1
"661","NOTDETECTED/OTHER:departmentofobstetrics&gynecology,cambridgehealthalliance,cambridge,ma",1
"662","NOTDETECTED/OTHER:departmentofotolaryngology,newyorkeyeandearinfirmary,newyork,ny,usa",1
"663","NOTDETECTED/OTHER:departmentofpathology",1
"664","NOTDETECTED/OTHER:departmentofpediatrics",1
"665","NOTDETECTED/OTHER:departmentofradiationoncology,beaumonthealth,royaloak,michigan",1
"666","NOTDETECTED/OTHER:departmentofradiationoncology,beaumonthealth,royaloak,michigan.prakash.chinnaiyan@beaumont.edu",1
"667","NOTDETECTED/OTHER:departmentofradiology,radiolonettokai,nagoya,japan",1
"668","NOTDETECTED/OTHER:departmentofresearchandevaluation,kaiserpermanenteresearch,pasadena,ca,usa",1
"669","NOTDETECTED/OTHER:departmentofsupportivecaremedicine,cityofhope,duarte,california.",1
"670","NOTDETECTED/OTHER:departmentofsurgery,agaplesion-markus-krankenhaus,frankfurt,germany",1
"671","NOTDETECTED/OTHER:departmentofsurgery,johnmuirhealth,concord,california",1
"672","NOTDETECTED/OTHER:departmentofsurgeryand",1
"673","NOTDETECTED/OTHER:departmentofurology",1
"674","NOTDETECTED/OTHER:departmentofurology,geisinger,danville,pennsylvania",1
"675","NOTDETECTED/OTHER:departmentsofmedicine",1
"676","NOTDETECTED/OTHER:deutscheskrebsforschungszentruminderhelmholtz-gemeinshaft,heidelberg,germany",1
"677","NOTDETECTED/OTHER:divisionofgeneralinternalmedicine,departmentofmedicine,weillcornellmedicine,525east68thstreet,box331,newyork,ny,10065,usa.lcp2003@med.cornell.edu",1
"678","NOTDETECTED/OTHER:divisionofgeneralinternalmedicine,weillcornellmedicine,newyork,newyork.",1
"679","NOTDETECTED/OTHER:divisionofgynecologiconcology,departmentofobstetricsandgynecology,and",1
"680","NOTDETECTED/OTHER:divisionofhematology/oncology,departmentofmedicine",1
"681","NOTDETECTED/OTHER:divisionofhematologyandoncology",1
"682","NOTDETECTED/OTHER:divisionofinfectiousdiseases,weillcornellmedicine,newyork,newyork",1
"683","NOTDETECTED/OTHER:divisionofresearch,kaiserpermanente,oakland,ca,usa.",1
"684","NOTDETECTED/OTHER:dukewomen'scancercare,raleigh,nc,usa.",1
"685","NOTDETECTED/OTHER:durhamveteransaffairshealthcaresystem,durham,nc,usa",1
"686","NOTDETECTED/OTHER:ecdsolutions,atlanta,georgia,usa",1
"687","NOTDETECTED/OTHER:end-of-life,hospice,andpalliativecareprogram,rtiinternational,researchtrianglepark,northcarolina",1
"688","NOTDETECTED/OTHER:epicsciences,inc,sandiego,california",1
"689","NOTDETECTED/OTHER:epidemiologyandpreventionunit,fondazioneirccs-istitutonazionaledeitumori,milan,italy",1
"690","NOTDETECTED/OTHER:equallycontributingfirstauthors",1
"691","NOTDETECTED/OTHER:esophagusandstomachdivision,departmentofsurgery,escolapaulistademedicina,sãopaulo,brazil",1
"692","NOTDETECTED/OTHER:faculdadedesaúdepública,universidadedesãopaulo,brazil",1
"693","NOTDETECTED/OTHER:facultyofchemistryandchemicalbiology,tudortmund,otto-hahn-str.6,44227dortmund,germany",1
"694","NOTDETECTED/OTHER:fairfieldbehavioralhealthservices,winnsboro,southcarolina",1
"695","NOTDETECTED/OTHER:fhi360,durham,nc,unitedstates",1
"696","NOTDETECTED/OTHER:fightcolorectalcancer,alexandria,va,unitedstates",1
"697","NOTDETECTED/OTHER:flatironhealth,newyork,ny,unitedstates.",1
"698","NOTDETECTED/OTHER:floridacancerspecialists,fortmyers",1
"699","NOTDETECTED/OTHER:franciscanhealth,indianapolis,in",1
"700","NOTDETECTED/OTHER:fromthedepartmentofgenetics,curriculumingeneticsandmolecularbiology",1
"701","NOTDETECTED/OTHER:fromthedepartmentofmicrobiology,immunologyandparasitology,and.",1
"702","NOTDETECTED/OTHER:genedx,gaithersburg,maryland",1
"703","NOTDETECTED/OTHER:genedx,inc.,gaithersburg,maryland",1
"704","NOTDETECTED/OTHER:genentech,amemberoftherochegroup,sanfrancisco,ca,usa",1
"705","NOTDETECTED/OTHER:genentech,southsanfrancisco,ca,usa",1
"706","NOTDETECTED/OTHER:genesishealthcarepartners,sandiego,california.",1
"707","NOTDETECTED/OTHER:genitourinarymalignanciesbranch,ccr,nci,bethesda,20892,md,usa",1
"708","NOTDETECTED/OTHER:genomicslaboratory,fredericknationallaboratoryforcancerresearch,frederick,21702,md,usa",1
"709","NOTDETECTED/OTHER:georgiacancerspecialists,atlanta,georgia",1
"710","NOTDETECTED/OTHER:giqualityimprovementconsortium",1
"711","NOTDETECTED/OTHER:glaxosmithklineinc.,r&d,kingofprussia,pa,usa",1
"712","NOTDETECTED/OTHER:globalcoalitionagainstcervicalcancer,arlington,va.",1
"713","NOTDETECTED/OTHER:gradyhealthsystem,atlanta,ga",1
"714","NOTDETECTED/OTHER:gtx,memphis,tennessee",1
"715","NOTDETECTED/OTHER:harvardradiationoncologyprogram,boston,ma02114,usa.electronicaddress:jdbyrne@partners.org",1
"716","NOTDETECTED/OTHER:healthcore-neri,watertown,ma,usa",1
"717","NOTDETECTED/OTHER:hellenichealthfoundation,athens,greece",1
"718","NOTDETECTED/OTHER:highpointregionalradiationoncology,highpoint,nc",1
"719","NOTDETECTED/OTHER:huntsmancancerinsitute",1
"720","NOTDETECTED/OTHER:huntsmancancerinsituteneli.ulrich@hci.utah.edu.",1
"721","NOTDETECTED/OTHER:ideo,sanfrancisco,ca,usa",1
"722","NOTDETECTED/OTHER:informationsystems,northropgrummancorporation,atlanta,ga,usa",1
"723","NOTDETECTED/OTHER:innocrinpharmaceuticalsinc.,durham,nc,usa",1
"724","NOTDETECTED/OTHER:institutdeneurophysiopathologie-umr7051,aix-marseilleuniversité,marseille,13344,france",1
"725","NOTDETECTED/OTHER:institutjulesbordet,universitélibredebruxelles,brussels,belgium",1
"726","NOTDETECTED/OTHER:institutneuromyogeneinsermu1217/cnrsumr5310,universitédelyon-universitéclaudebernardlyon1,f-69372,lyon,france",1
"727","NOTDETECTED/OTHER:institutneuromyogeneinsermu1217/cnrsumr5310,universitédelyon-universitéclaudebernardlyon1,f-69372,lyon,france.jerome.honnorat@chu-lyon.fr",1
"728","NOTDETECTED/OTHER:institutonacionaldecienciasmédicasynutriciónsalvadorzubirán,mexicocity,mexico",1
"729","NOTDETECTED/OTHER:internationalbraintumouralliance,surrey,uk",1
"730","NOTDETECTED/OTHER:invitaecorporation,sanfrancisco,california",1
"731","NOTDETECTED/OTHER:janssenresearch&development,horsham,pa,usa",1
"732","NOTDETECTED/OTHER:janssenresearch&development,losangeles,ca,usa",1
"733","NOTDETECTED/OTHER:janssenresearch&development,raritan,nj,usa",1
"734","NOTDETECTED/OTHER:janssenresearch&development,springhouse,pa,usa",1
"735","NOTDETECTED/OTHER:kaiserpermanentenortherncalifornia,divisionofresearch,2000broadway,oakland,ca,94612usa.electronicaddress:candyce.h.kroenke@kp.org",1
"736","NOTDETECTED/OTHER:kaiserpermanentenortherncalifornia,oakland,ca,usa",1
"737","NOTDETECTED/OTHER:kaiserpermanentenortherncaliforniadivisionofresearch.electronicaddress:devon.k.check@kp.org",1
"738","NOTDETECTED/OTHER:kaiserpermanentenortherncaliforniadivisionofresearch.electronicaddress:isaac.j.ergas@kp.org",1
"739","NOTDETECTED/OTHER:kaiserpermanentenortherncaliforniadivisionofresearch.electronicaddress:janise.m.roh@kp.org",1
"740","NOTDETECTED/OTHER:kaiserpermanentenortherncaliforniadivisionofresearch.electronicaddress:larry.kushi@kp.org",1
"741","NOTDETECTED/OTHER:kaiserpermanentenortherncaliforniadivisionofresearch.electronicaddress:marilyn.l.kwan@kp.org.",1
"742","NOTDETECTED/OTHER:kaiserpermanentenortherncaliforniadivisionofresearch.electronicaddress:valerie.s.lee@kp.org",1
"743","NOTDETECTED/OTHER:kleinbuendel,inc.,1667coleblvd.ste.225,golden,co80401,unitedstates.electronicaddress:bwalkosz@kleinbuendel.com",1
"744","NOTDETECTED/OTHER:laboratoryanimalsciencesprogram,fredericknationallaboratoryforcancerresearch,frederick,21702,md,usa",1
"745","NOTDETECTED/OTHER:laboratoryformolecularmedicine,partnershealthcarepersonalizedmedicine,cambridge,massachusetts",1
"746","NOTDETECTED/OTHER:laboratoryformolecularmedicine,partnershealthcarepersonalizedmedicine,cambridge,massachusetts,usa",1
"747","NOTDETECTED/OTHER:laboratoryofpathology,ccr,nci,bethesda,20892,md,usa",1
"748","NOTDETECTED/OTHER:laboratoryoftranslationaloncology,institutodeinvestigaciónsanitariagregoriomarañón(iisgm),madrid,spain",1
"749","NOTDETECTED/OTHER:losmuros,rimont,france",1
"750","NOTDETECTED/OTHER:malawicancerconsortiumand",1
"751","NOTDETECTED/OTHER:mdanderson,departmentofradiationoncology,houston,tx,usa",1
"752","NOTDETECTED/OTHER:mdandersonorlando,orlando,fl,usa",1
"753","NOTDETECTED/OTHER:mecklenburgcountypublichealthdepartment,charlotte,northcarolina",1
"754","NOTDETECTED/OTHER:medicaloncologyunit,ospedalecàfoncello,piazzaleospedale1,treviso,italy",1
"755","NOTDETECTED/OTHER:memberofconsejonacionaldeinvestigacionescientíficasytécnicas(conicet),buenosaires,argentina",1
"756","NOTDETECTED/OTHER:merckandcompany,inc.,westpoint",1
"757","NOTDETECTED/OTHER:merckresearchlaboratories,merck&co.,kenilworth,nj,usa",1
"758","NOTDETECTED/OTHER:microbiologyandimmunology,and",1
"759","NOTDETECTED/OTHER:ministryofhealth,zambia,zambia",1
"760","NOTDETECTED/OTHER:minneapolisvahealthcaresystem,minneapolis,mn,usa",1
"761","NOTDETECTED/OTHER:moleculargeneticsandgenomicsinaruplaboratories,saltlakecity,utah,usa",1
"762","NOTDETECTED/OTHER:mskcc",1
"763","NOTDETECTED/OTHER:nationalhealthlaboratoryservice,johannesburg,southafrica",1
"764","NOTDETECTED/OTHER:nationwidechildren's,nationwidechildren's",1
"765","NOTDETECTED/OTHER:neuro-oncologie,hôpitalneurologiquepierrewertheimer,59boulevardpinel,69677,broncedex,france.jerome.honnorat@chu-lyon.fr.",1
"766","NOTDETECTED/OTHER:nihspecialvolunteer,wayne,pennsylvania19087,unitedstates",1
"767","NOTDETECTED/OTHER:novonordiska/s,bagsværd,denmark",1
"768","NOTDETECTED/OTHER:officeofhealtheconomics,london,uk",1
"769","NOTDETECTED/OTHER:oncoceuticsphiladelphia,pa,usa.",1
"770","NOTDETECTED/OTHER:partnershealthcarelaboratoryformolecularmedicine,cambridge,massachusetts,usa",1
"771","NOTDETECTED/OTHER:path,seattle,wa",1
"772","NOTDETECTED/OTHER:pathology,upmc",1
"773","NOTDETECTED/OTHER:patientadvocates,bladdercanceradvocacynetwork,bethesda,maryland",1
"774","NOTDETECTED/OTHER:patientrepresentative,eastlansing,mi,usa",1
"775","NOTDETECTED/OTHER:pediatricpartners,3401pgablvd,suite300,palmbeachgardens,fl33410,unitedstates.electronicaddress:tschechtman@pediatricpartners.com",1
"776","NOTDETECTED/OTHER:pennstatecancerinstitution,hershey,pennsylvania",1
"777","NOTDETECTED/OTHER:penrose-st.francishealthservices,coloradosprings,colorado",1
"778","NOTDETECTED/OTHER:peregrinepharmaceuticals,inc,tustin,ca.",1
"779","NOTDETECTED/OTHER:perkinelmergenetics,pittsburgh,pennsylvania",1
"780","NOTDETECTED/OTHER:pfizerinc.,groton,ct,usa",1
"781","NOTDETECTED/OTHER:qsolutions-eagenomics,morrisville,northcarolina",1
"782","NOTDETECTED/OTHER:r&d,genomedxbiosciences",1
"783","NOTDETECTED/OTHER:radiationeffectsresearchfoundation,hiroshima,japan",1
"784","NOTDETECTED/OTHER:regionalhealth,rapidcity,sd,usa",1
"785","NOTDETECTED/OTHER:researchanddevelopment,glaxosmithkline,inc.,kingofprussia,pennsylvania",1
"786","NOTDETECTED/OTHER:researchanddevelopment,veteransaffairspugetsoundhealthcaresystem,seattle,washington",1
"787","NOTDETECTED/OTHER:righttocare,johannesburg,southafrica",1
"788","NOTDETECTED/OTHER:royalmarsdennhsfoundationtrust,london,uk",1
"789","NOTDETECTED/OTHER:rti-healthsolutions,200parkofficesdrive,researchtrianglepark,nc,27709,usa.tcoles@rti.org",1
"790","NOTDETECTED/OTHER:rtiinternational,researchtrianglepark,nc,unitedstates(treimanatrtiinternational,6110executiveblvd,rockville,md20850)",1
"791","NOTDETECTED/OTHER:rtiinternational,researchtrianglepark,nc,unitedstates(treimanatrtiinternational,6110executiveblvd,rockville,md20850).electronicaddress:ktreiman@rti.org",1
"792","NOTDETECTED/OTHER:rtiinternational,waltham,ma,unitedstates",1
"793","NOTDETECTED/OTHER:salisburyveteransaffairshealthcaresystem,salisbury,nc,usa",1
"794","NOTDETECTED/OTHER:scitovationllc,researchtrianglepark,nc,27709,usa",1
"795","NOTDETECTED/OTHER:semanticbits,herndon,va,unitedstates",1
"796","NOTDETECTED/OTHER:shanghaikeylabofmedicalimagecomputingandcomputer-assistedintervention,shanghai,200040,china",1
"797","NOTDETECTED/OTHER:shanghaikeylabofmedicalimagecomputingandcomputer-assistedintervention,shanghai,200040,china.hlujf@126.com",1
"798","NOTDETECTED/OTHER:social&scientificsystems,inc.,silverspring,maryland",1
"799","NOTDETECTED/OTHER:socialandscientificsystems,inc.,durham,nc,usa",1
"800","NOTDETECTED/OTHER:southernpathologyinc.,ponce,puertorico,usa",1
"801","NOTDETECTED/OTHER:southwestradiationoncology,oklahomacity,oklahoma",1
"802","NOTDETECTED/OTHER:tatatrusts,mumbai,india",1
"803","NOTDETECTED/OTHER:tempuslabs,chicago,illinois",1
"804","NOTDETECTED/OTHER:texasoncology,longview,tx,unitedstates",1
"805","NOTDETECTED/OTHER:themacdermottmethod,inc.,345n.mapledrive,suite208,beverlyhills,ca,90210,usa",1
"806","NOTDETECTED/OTHER:therapeuticproductsdirectorate,healthproductsandfoodbranch,healthcanada,ottawa,on,canada",1
"807","NOTDETECTED/OTHER:traconpharmaceuticals,inc.,sandiego,california,usa.",1
"808","NOTDETECTED/OTHER:translationalgenomicsandtargetedtherapeuticsinsolidtumors,institutd'investigacionsbiomediquesaugustpiisunyer(idibaps),barcelona,spain",1
"809","NOTDETECTED/OTHER:universidaddebuenosaires.facultaddemedicina.institutodeoncologíaa.h.roffo.áreadeinvestigación.sanmartin5481,buenosaires,c1417dtb,argentina",1
"810","NOTDETECTED/OTHER:ventanamedicalsystems,inc,tucson,arizona",1
"811","NOTDETECTED/OTHER:veritasgenetics,danvers,massachusetts,usa",1
"812","NOTDETECTED/OTHER:veteranaffairssandiegosystem,sandiego,ca,usa",1
"813","NOTDETECTED/OTHER:women'smalignanciesbranch,ccr,nci,bethesda,20892,md,usa",1
"814","NOTDETECTED/OTHER:women'smalignanciesbranch,ccr,nci,bethesda,20892,md,usa.grilbrun@mail.nih.gov",1
"815","NOTDETECTED/OTHER:women'smalignanciesbranch,ccr,nci,bethesda,20892,md,usa.steegp@mail.nih.gov.",1
"816","nyulangonemedicalcenter",1
"817","nyuschoolofmedicine",1
"818","oaklanduniversitywilliambeaumontschoolofmedicine",1
"819","oakridgeinstituteforscienceeducation",1
"820","ochsnerclinicfoundation",1
"821","ohiostateuniversitycollegeofmedicine",1
"822","ohiostateuniversitycollegeofpublichealth",1
"823","ohiostateuniversitycomprehensivecancercenter",1
"824","ohsuknightcancerinstitute",1
"825","oklahomauniversityofoklahoma",1
"826","oncologycenterofexcellence",1
"827","oregonhealthandsciencesuniversity",1
"828","oregonhealthscienceuniversity",1
"829","osakainternationalcancerinstitute",1
"830","osakamedicalcollege",1
"831","osbornfamilyhealthcenter",1
"832","oslouniversityhospital",1
"833","ospedalemaggiorepoliclinico;departmentofpathophysiologyandtransplantation;universitàdeglistudi",1
"834","padovauniversityhospital",1
"835","palackyuniversity",1
"836","parisdescartesuniversity",1
"837","pennstatecollegeofmedicine",1
"838","perdanauniversity",1
"839","polytechnicuniversityofthemarcheregion",1
"840","poncehealthsciencesuniversity",1
"841","princessmargarethospital",1
"842","princetonuniversity",1
"843","pslresearchuniversity",1
"844","publichealthdirectionandbiodonostiaresearchinstituteandcentrodeinvestigaciónbiomédicaenreddeepidemiologíaysaludpública",1
"845","publichealthsciencesdivisionfredhutchinsoncancerresearchcenter",1
"846","purdueuniversityschoolofpharmacyandthepurduecenterforcancerresearch",1
"847","quebecheartandlunginstitute",1
"848","queen'suniversity",1
"849","queen'suniversitybelfast",1
"850","queenmaryuniversityoflondon",1
"851","queenscancercenterofqueenshospital",1
"852","radbouduniversitynijmegenmedicalcenter",1
"853","ramónycajaluniversityhospital",1
"854","redcrosswarmemorialchildren'shospital",1
"855","regionalcenterofresearchexcellencefornon-communicablediseases",1
"856","renaissancecomputinginstitute",1
"857","researchinstitute",1
"858","researchtriangleinstitute",1
"859","rexhospitalraleighradiationoncology",1
"860","rikencenterforintegrativemedicalsciences",1
"861","rockymountaincancercenter",1
"862","rockymountaincancercenters",1
"863","roswellparkcomprehensivecancercenter",1
"864","roswellparkcomprehensivecancerinstitute",1
"865","royalbrisbaneandwomen'shospital",1
"866","royalcollegeofsurgeonsinireland",1
"867","ruhr-universitybochum",1
"868","rushuniversitymedicalcollege",1
"869","rutgersschoolofpublichealth",1
"870","saintlouisuniversityschoolofmedicine",1
"871","salvadorzubirannationalinstituteofmedicalscienceandnutrition",1
"872","sammonscancercenter",1
"873","sancamilloforlaninihospital",1
"874","sanfilipponerihospital""",1
"875","sãopaulostateuniversity(unesp)",1
"876","sapienzauniversityofrome",1
"877","sarahcannonresearchinstitute",1
"878","schoolofmathematicsshandonguniversityjinan250100p",1
"879","schoolofmedicineofsãojosédoriopreto",1
"880","seattleuniversity",1
"881","seoulnationaluniversitycollegeofmedicine",1
"882","shanghaijiaotonguniversity",1
"883","shanghaijiaotonguniversityaffiliatedsixthpeoplehospitalsouthcampusshanghai",1
"884","sheffieldteachinghospitalsnhstrust",1
"885","shepscenterforhealthservicesresearch",1
"886","sidneykimmelcancercenter",1
"887","sitemancancercenteratwashingtonuniversity",1
"888","skåneuniversityhospital",1
"889","slotervaarthospital",1
"890","southeastclinicaloncologyresearchconsortium",1
"891","southeasternmedicaloncologycenter",1
"892","southeastuniversity",1
"893","southwestmedicaluniversity",1
"894","stanfordmedicalschool",1
"895","statekeylaboratorycultivationbasefortcmqualityandefficacynanjinguniversityofchinesemedicinenanjing210023china",1
"896","statekeylaboratoryofmicrobialtechnologyshandonguniversityjinan250100p",1
"897","stateuniversityofcampinas",1
"898","stateuniversityofcampinas-unicamp",1
"899","stateuniversityofnewyorkatstonybrook",1
"900","stonybrookuniversity",1
"901","sugiyamajogakuenuniversityschooloflifestudies",1
"902","swedishneuroscienceinstitute",1
"903","tatamemorialcentre",1
"904","technicaluniversity",1
"905","texaschildren'scancercenteranddepartmentofpediatrics",1
"906","texaschildren'shospital",1
"907","texasmedicalcenterdigestivediseasecenter",1
"908","texasoncologyatbayloruniversitymedicalcenter",1
"909","texastechuniversity",1
"910","theanaplastologyclinic",1
"911","thecatholicuniversityofkoreacollegeofmedicine",1
"912","thechineseuniversityofhongkong",1
"913","thedartmouthinstituteforhealthpolicyandclinicalpractice",1
"914","thefirstaffiliatedhospitalofguangzhoumedicaluniversity",1
"915","thegeiselschoolofmedicineatdartmouthcollege",1
"916","thegeorgewashingtonuniversitycancercenter",1
"917","thehospitalforsickchildren",1
"918","thenationalinstituteofoccupationalhealth",1
"919","theohiostatemedicalcenter",1
"920","theohiostateuniversity-jamescomprehensivecancercenter",1
"921","theohiostateuniversitycollegeofmedicine",1
"922","theohiostateuniversityjamescancerhospital",1
"923","theohiostateuniversitywexnermedicalcenter",1
"924","thesecondhospitalofjilinuniversity",1
"925","theunionhospitaloffujianmedicaluniversity",1
"926","theuniversityhospitalforthealberteinsteincollegeofmedicine",1
"927","theuniversityofadelaide",1
"928","theuniversityofarizonacancercenter",1
"929","theuniversityofbritishcolumbia",1
"930","theuniversityofmelbourne",1
"931","theuniversityoftexasatdallas",1
"932","theuniversityoftexasmdandersoncancercenter;elshadhasanov",1
"933","theuniversityoftexasmdandersoncancercenteruthealthgraduateschoolofbiomedicalsciences",1
"934","theuniversityoftokyo",1
"935","theuniversityofvirginia",1
"936","thirdmilitarymedicaluniversity",1
"937","thomas'hospital",1
"938","tohouniversitysakuramedicalcenter",1
"939","tokyouniversityofagricultureandtechnology",1
"940","tokyouniversityofpharmacyandlifesciences",1
"941","tongjiuniversity",1
"942","translationalgenomicsresearchinstitute(tgen)",1
"943","translationalresearchinstitute",1
"944","trinitycentreforbioengineering",1
"945","trinitycollegedublin",1
"946","troyuniversity",1
"947","tuftsuniversity",1
"948","tuftsuniversityschoolofdentalmedicine",1
"949","tuftsuniversityschoolofmedicine",1
"950","tuskegeeuniversity",1
"951","uclaschoolofpublichealth",1
"952","ucscgenomicsinstitute",1
"953","umeåuniversityhospital",1
"954","unitedarabemirateswashingtonuniversityschoolofmedicine",1
"955","unitedstates;universityofcincinnati",1
"956","unitedstates;universityofsouthflorida",1
"957","unitedstates;universityoftennesseehealthsciencecenter",1
"958","universitycancercenterhamburg",1
"959","universityclinichamburgeppendorf",1
"960","universityclinicofheidelberg",1
"961","universitycollegedublin",1
"962","universitygrenoblealpes",1
"963","universitygynecologiconcology",1
"964","universityhospitalbergmannsheil",1
"965","universityhospitalcenterzagreb",1
"966","universityhospitalhassaniioffez",1
"967","universityhospitalheidelberg",1
"968","universityhospitalofangersunam",1
"969","universityhospitalofbesançon",1
"970","universityhospitalofleipzig",1
"971","universityhospitals",1
"972","universityhospitalschleswig-holstein",1
"973","universityhospitalsclevelandmedicalcenter",1
"974","universityhospitalssouthampton",1
"975","universitymedicalcentergroningen",1
"976","universitymohammedpremier",1
"977","universityofaberdeen",1
"978","universityofadelaide",1
"979","universityofalabama",1
"980","universityofalabamacomprehensivecancercenter",1
"981","universityofalberta",1
"982","universityofarizonacancercenter",1
"983","universityofarkansas",1
"984","universityofbergen",1
"985","universityofbologna",1
"986","universityofbordeaux",1
"987","universityofbristol",1
"988","universityofbritishcolumbiayewang@bccrc",1
"989","universityofbuenosaires",1
"990","universityofbuffaloschoolofmedicineandbiotechnology",1
"991","universityofcalifornia-davis",1
"992","universityofcalifornia-sandiego",1
"993","universityofcalifornia-sanfrancisco",1
"994","universityofcaliforniaatberkeley",1
"995","universityofcaliforniaatirvine",1
"996","universityofcaliforniaatsanfrancisco",1
"997","universityofcaliforniadavis",1
"998","universityofcaliforniainlosangeles",1
"999","universityofcalifornialosangelesdavidgeffenschoolofmedicine",1
"1000","universityofcalifornialosangelesdavidgeffenschoolofmedicine;dshackelford@mednet",1
"1001","universityofcaliforniasandiegoschoolofmedicine",1
"1002","universityofcaliforniasanfranciscohelendillerfamilycomprehensivecancercenter",1
"1003","universityofcaliforniasanfranciscomedicalcenter",1
"1004","universityofcaliforniasanfranciscoschoolofmedicine",1
"1005","universityofcapetown",1
"1006","universityofchicagocomprehensivecancer",1
"1007","universityofchicagocomprehensivecancercenter",1
"1008","universityofchicagomedicalcenterandbiologicalsciences",1
"1009","universityofcincinnati",1
"1010","universityofcologne",1
"1011","universityofcoloradoanschutzmedicalcenter",1
"1012","universityofcoloradocancercenter",1
"1013","universityofcopenhagenandbispebjerghospital",1
"1014","universityofduisburg-essen",1
"1015","universityofdundee",1
"1016","universityofedinburgh",1
"1017","universityofflorence",1
"1018","universityofflorida",1
"1019","universityofgeorgiaathens",1
"1020","universityofglasgow",1
"1021","universityofgroningen",1
"1022","universityofhawai'icancercenter",1
"1023","universityofhawaiicancercenter",1
"1024","universityofheidelberg",1
"1025","universityofhelsinki",1
"1026","universityofhouston",1
"1027","universityofillinois",1
"1028","universityofiowa",1
"1029","universityofkansasschoolofmedicine",1
"1030","universityoflatvia",1
"1031","universityofleuven",1
"1032","universityofliverpool",1
"1033","universityofliverpoolcancerresearchcentreinstituteoftranslationalmedicine",1
"1034","universityoflondon",1
"1035","universityoflouisvillecollegeofmedicine",1
"1036","universityoflouisvilleschoolofmedicine",1
"1037","universityoflyon",1
"1038","universityofmanchester",1
"1039","universityofmarylandschoolofmedicine",1
"1040","universityofmassachusettsmedicalschool",1
"1041","universityofmiamileonardmmillerschoolofmedicine",1
"1042","universityofmiamimillerschoolofmedicine",1
"1043","universityofmichiganhealthsystem",1
"1044","universityofmichiganhospitalandhealthsystems",1
"1045","universityofmichiganmedicalschool",1
"1046","universityofmichiganschoolofpublichealth",1
"1047","universityofmilano-bicocca",1
"1048","universityofminnesotamasoniccancercenter",1
"1049","universityofmississippimedicalcenter",1
"1050","universityofnottingham",1
